fecha,horizonte_dias,merval,volatilidad_merval,fx_usdars,spread_usd,tasa_bcra,bonos_soberanos,spread_bonos,actividad_economica,volumen_mercado,valencia_general,gobernanza,expectativa_macro_corto,expectativa_macro_largo,expectativa_fin_corto,expectativa_fin_largo,menciona_inflacion,menciona_pbi,menciona_reservas,menciona_embi,menciona_deuda,menciona_fmi,menciona_salarios_paritarias,menciona_tipo_cambio,menciona_confianza_consumidor,menciona_sector_bancario,impacto_sector_bancario,menciona_sector_energia,impacto_sector_energia,menciona_sector_agroexportador,impacto_sector_agroexportador,menciona_sector_industrial,impacto_sector_industrial,menciona_eeuu,impacto_eeuu,menciona_brasil,impacto_brasil,menciona_mercosur,impacto_mercosur,menciona_prestamos_internacionales,impacto_prestamos_internacionales,impacto_fmi,menciona_commodities,impacto_commodities,menciona_bolsa_extranjera,impacto_bolsa_extranjera,score_fuente,confianza,emp_banco nacion,emp_binance,emp_bitso,emp_lemon,emp_ypf,emp_banco central de la republica argentina bcra,emp_jp morgan,emp_mercado libre,emp_bbc,emp_la nacion,act_javier_milei,act_desconocido,act_banco_central_de_la_republica_argentina_bcra,act_gobierno_nacional,act_administracion_de_donald_trump,act_anses_administracion_nacional_de_seguridad_social,act_luis_caputo,act_fondo_monetario_internacional_directorio,act_gobierno,act_indec,ticker_AL30,ticker_BTC,ticker_LIBRA,ticker_ETH,ticker_SOL,ticker_BNB,ticker_ADA,ticker_AVAX,ticker_AL30D,ticker_LINK,sector_Agropecuario,sector_Comercio / Consumo,sector_Construcción / Inmobiliario,sector_Cripto / Fintech,sector_Educación,sector_Empleo / Laboral,sector_Energía,sector_Finanzas,sector_Gobierno / Sector Público,sector_Industria / Manufactura,sector_Infraestructura,sector_Justicia,sector_Medio Ambiente,sector_Minería,sector_Otros,sector_Política,sector_Salud,sector_Seguridad,sector_Servicios,sector_Tecnología,sector_Transporte / Logística,sector_Turismo,tipo_actor_principal_gobierno_nacional,tipo_actor_principal_empresa_extranjera,tipo_actor_principal_empresa_local,tipo_actor_principal_desconocido,tipo_actor_principal_provincia,tipo_actor_principal_sindicato,tipo_actor_principal_poder_judicial,tipo_actor_principal_municipio,tipo_actor_principal_congreso,tipo_actor_principal_organismo_internacional,tipo_actor_principal_bcra,tipo_actor_principal_externo,caracter_prospectivo,caracter_desconocido,caracter_retroactivo,caracter_vigente,shock_positivo,shock_desconocido,shock_negativo,shock_mixto,shock_neutro,tipo_evento_fiscal,tipo_evento_externo,tipo_evento_desconocido,tipo_evento_otro,tipo_evento_monetario,tipo_evento_corporativo,tipo_evento_judicial,tipo_evento_regulatorio,tipo_evento_sindical_social,tipo_evento_electoral,tipo_evento_analisis,tipo_evento_regulatory,cant_empresas,cant_tickers,cant_sectores,palabras_titulo,palabras_noticia,diario_Ámbito Financiero,diario_Clarín,diario_La Nación,diario_Pagina 12,categoria_fuente_periodistica,categoria_fuente_analisis,categoria_fuente_oficial,complete_k7
-1.7378055655139757,-0.06627007156737572,1.0579161146120273,-0.5592182743210595,-0.6475884571080218,-0.2912461071669127,-0.6810247346876288,0.5827470058719243,-0.6157893573714782,0.38793668023296696,0.17188792547046686,1.0386601248380034,0.6719630327687321,0.7759607591621801,0.1108314010967545,0.7352622654743723,0.10050991818071296,1,0,0,0,0,0,0,1,0,0,-0.05995970802748008,1,-3.2829704801107105,0,-0.054655749185027254,0,0.11174385636810608,1,-0.46947075139296707,0,0.027934958831323072,0,0.028797326023489816,0,-0.22683832695967515,-0.18496452110376507,1,-1.3489001768371687,0,0.11126854486108721,-0.512481021086202,0.7357006562086019,-0.2606818455434213,-0.20830672675965026,-0.1764765750582984,-0.16817661864601044,6.494096969906242,-0.13625594903017116,-0.13372903995991348,-0.1288011585508573,-0.12586598424238699,-0.11922735776810224,-0.36631832958635807,-0.3297022628240971,-0.31527694408596396,-0.30495052325592453,-0.1575317061790499,-0.15443324151998716,-0.1622926177201594,-0.12959085994337885,-0.3683949233095039,-0.11489508283068765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.28505968404538107,-0.19844340848953326,1.4144848951956024,-1.205573199489084,-0.2131756094189841,0,0,0,1,1,0,0,2
-1.7378055655139757,-0.09656627148342795,0.6062993267224744,0.16521231375664272,0.2763277810360168,-0.2912461071669127,0.6969379046024413,-0.35340587449125055,0.2760576705494552,-0.4355455146352304,0.17188792547046686,-0.38365041573428466,0.6719630327687321,-0.5128923563663937,0.6638421383549804,-0.11165972949387215,0.6899172986909561,0,0,0,0,0,1,0,0,0,0,-0.05995970802748008,1,4.403503674106605,0,-0.054655749185027254,0,0.11174385636810608,0,0.14201817159129868,0,0.027934958831323072,0,0.028797326023489816,1,1.0619782184394024,1.0787899252102366,0,-0.05864598808203014,0,0.11126854486108721,-0.512481021086202,0.7357006562086019,-0.2606818455434213,-0.20830672675965026,-0.1764765750582984,-0.16817661864601044,-0.15398599753499478,-0.13625594903017116,-0.13372903995991348,-0.1288011585508573,-0.12586598424238699,-0.11922735776810224,-0.36631832958635807,-0.3297022628240971,-0.31527694408596396,3.279220475909029,-0.1575317061790499,-0.15443324151998716,-0.1622926177201594,-0.12959085994337885,2.7144782317205243,-0.11489508283068765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3101478838094085,-0.19844340848953326,0.04758123550543532,1.6712197941336118,-0.5643307109201267,0,1,0,0,1,0,0,4
-1.7378055655139757,-0.09656627148342795,1.9611496903911327,0.5274276077954937,-1.2635326158707143,-1.234568163990351,0.007956584957406311,1.0508234460535117,-1.0617128713319448,2.309395134925427,0.7440319598525159,1.6075843410669186,1.4207813215722975,1.2055784643383713,1.769863612871432,1.1587232629584947,1.2793246792011992,0,0,0,0,0,0,0,1,0,0,-0.05995970802748008,1,-1.3613519415563817,1,0.4130263568762673,1,4.517674062662679,0,0.14201817159129868,0,0.027934958831323072,0,0.028797326023489816,0,-0.22683832695967515,-0.18496452110376507,1,0.5864811062955392,0,0.11126854486108721,0.887640161376183,0.7357006562086019,-0.2606818455434213,-0.20830672675965026,-0.1764765750582984,-0.16817661864601044,-0.15398599753499478,-0.13625594903017116,-0.13372903995991348,-0.1288011585508573,-0.12586598424238699,-0.11922735776810224,-0.36631832958635807,-0.3297022628240971,-0.31527694408596396,-0.30495052325592453,-0.1575317061790499,-0.15443324151998716,6.161709719442052,-0.12959085994337885,-0.3683949233095039,-0.11489508283068765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5509276120211792,-0.19844340848953326,1.4144848951956024,-0.006909452146294045,-0.42183298857183693,0,1,0,0,1,0,0,4
-1.7378055655139757,0.10035902797091163,0.15468253883292168,-0.5592182743210595,-0.33961637772667563,-0.2912461071669127,0.007956584957406311,0.1146705656903369,-0.16986584341101146,0.11344261527690114,-0.40025610891158225,0.1852738004946306,0.29755388836694946,0.34634305398598886,0.1108314010967545,0.31180126799025015,0.10050991818071296,0,0,0,0,0,0,0,0,0,0,-0.05995970802748008,0,-0.08027291585349562,0,-0.054655749185027254,0,0.11174385636810608,0,0.14201817159129868,0,0.027934958831323072,0,0.028797326023489816,0,-0.22683832695967515,-0.18496452110376507,0,-0.05864598808203014,0,0.11126854486108721,-1.912602203548587,0.3253338779960079,-0.2606818455434213,-0.20830672675965026,-0.1764765750582984,-0.16817661864601044,-0.15398599753499478,-0.13625594903017116,-0.13372903995991348,-0.1288011585508573,-0.12586598424238699,-0.11922735776810224,-0.36631832958635807,-0.3297022628240971,3.171814554658136,-0.30495052325592453,-0.1575317061790499,-0.15443324151998716,-0.1622926177201594,-0.12959085994337885,-0.3683949233095039,-0.11489508283068765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.24667617190621544,-0.19844340848953326,0.7310330653505188,0.9520215457279378,-0.15210515698400282,0,1,0,0,1,0,0,4
-1.7378055655139757,-0.09656627148342795,0.15468253883292168,-0.5592182743210595,-0.33961637772667563,0.3376352640487129,0.007956584957406311,0.1146705656903369,-0.16986584341101146,0.11344261527690114,-0.40025610891158225,0.1852738004946306,0.29755388836694946,0.34634305398598886,0.1108314010967545,0.31180126799025015,0.10050991818071296,0,0,0,0,0,0,0,1,0,1,-0.05995970802748008,0,-0.08027291585349562,1,-0.054655749185027254,1,0.11174385636810608,0,0.14201817159129868,0,0.027934958831323072,0,0.028797326023489816,0,-0.22683832695967515,-0.18496452110376507,1,-0.05864598808203014,0,0.11126854486108721,-0.512481021086202,0.7357006562086019,-0.2606818455434213,-0.20830672675965026,-0.1764765750582984,-0.16817661864601044,-0.15398599753499478,-0.13625594903017116,-0.13372903995991348,-0.1288011585508573,-0.12586598424238699,-0.11922735776810224,-0.36631832958635807,-0.3297022628240971,-0.31527694408596396,3.279220475909029,-0.1575317061790499,-0.15443324151998716,-0.1622926177201594,-0.12959085994337885,2.7144782317205243,-0.11489508283068765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.5509276120211792,-0.19844340848953326,0.7310330653505188,0.9520215457279378,-0.47611783518070916,0,1,0,0,1,0,0,0
-1.7378055655139757,-0.09656627148342795,0.15468253883292168,-0.5592182743210595,-0.33961637772667563,-0.2912461071669127,0.007956584957406311,0.1146705656903369,-0.16986584341101146,0.11344261527690114,-0.40025610891158225,0.1852738004946306,0.29755388836694946,0.34634305398598886,0.1108314010967545,0.31180126799025015,0.10050991818071296,0,0,0,0,0,0,0,1,0,0,-0.05995970802748008,0,-0.08027291585349562,0,-0.054655749185027254,0,0.11174385636810608,0,0.14201817159129868,0,0.027934958831323072,0,0.028797326023489816,0,-0.22683832695967515,-0.18496452110376507,0,-0.05864598808203014,0,0.11126854486108721,-0.512481021086202,0.3253338779960079,-0.2606818455434213,-0.20830672675965026,-0.1764765750582984,-0.16817661864601044,-0.15398599753499478,-0.13625594903017116,-0.13372903995991348,-0.1288011585508573,-0.12586598424238699,-0.11922735776810224,-0.36631832958635807,3.033039541295234,-0.31527694408596396,-0.30495052325592453,-0.1575317061790499,-0.15443324151998716,-0.1622926177201594,-0.12959085994337885,-0.3683949233095039,-0.11489508283068765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5509276120211792,-0.19844340848953326,-0.6358705943396482,-0.7261077005519679,-0.9256642211604327,0,1,0,0,1,0,0,0
-1.7378055655139757,-0.09656627148342795,1.0579161146120273,-0.9214335683599107,-0.6475884571080218,-0.6056867927747255,-0.6810247346876288,1.0508234460535117,-1.0617128713319448,0.6624307451890327,-0.40025610891158225,1.0386601248380034,1.046372177170515,0.7759607591621801,0.6638421383549804,0.9469927642164334,0.6899172986909561,0,0,0,0,0,0,0,0,0,0,-0.05995970802748008,0,-0.08027291585349562,0,-0.054655749185027254,0,0.11174385636810608,0,0.14201817159129868,0,0.027934958831323072,0,0.028797326023489816,0,-0.22683832695967515,-0.18496452110376507,0,-0.05864598808203014,0,0.11126854486108721,-0.512481021086202,0.3253338779960079,-0.2606818455434213,-0.20830672675965026,-0.1764765750582984,-0.16817661864601044,-0.15398599753499478,-0.13625594903017116,-0.13372903995991348,-0.1288011585508573,-0.12586598424238699,-0.11922735776810224,-0.36631832958635807,-0.3297022628240971,-0.31527694408596396,-0.30495052325592453,-0.1575317061790499,-0.15443324151998716,-0.1622926177201594,-0.12959085994337885,-0.3683949233095039,-0.11489508283068765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5509276120211792,-0.19844340848953326,-0.6358705943396482,-2.164504197363316,-0.6932572216161983,0,0,0,1,1,0,0,4
-1.7378055655139757,-0.09656627148342795,-2.5550181885043943,1.9762887839508982,1.5082160985614015,1.595398006479964,0.007956584957406311,-2.2257116352176003,2.505675240351788,-2.6314980342837564,1.8883200286166144,-1.8059609563065726,-2.6977192668473124,-2.2313631770711586,-2.101211547936149,-2.2289647169144837,-2.2571196038602594,1,0,0,0,0,0,1,1,1,0,-0.05995970802748008,1,-3.2829704801107105,0,-0.054655749185027254,0,0.11174385636810608,1,0.14201817159129868,1,0.027934958831323072,0,0.028797326023489816,0,-0.22683832695967515,-0.18496452110376507,1,-0.05864598808203014,0,0.11126854486108721,-0.512481021086202,0.7357006562086019,-0.2606818455434213,-0.20830672675965026,-0.1764765750582984,-0.16817661864601044,6.494096969906242,-0.13625594903017116,-0.13372903995991348,-0.1288011585508573,-0.12586598424238699,-0.11922735776810224,2.729866127990885,-0.3297022628240971,-0.31527694408596396,-0.30495052325592453,-0.1575317061790499,-0.15443324151998716,-0.1622926177201594,-0.12959085994337885,-0.3683949233095039,-0.11489508283068765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5125440998820137,-0.19844340848953326,1.4144848951956024,-1.4453059489576419,0.14815790082132194,0,0,0,1,1,0,0,1
-1.7378055655139757,-0.09656627148342795,2.4127664782806852,0.16521231375664272,-0.9555605364893681,-0.9201274783825384,0.007956584957406311,0.5827470058719243,-0.6157893573714782,2.309395134925427,0.7440319598525159,1.8920464491813762,1.7951904659740803,1.6351961695145625,2.3228743501296583,1.1587232629584947,1.868732059711442,0,0,0,0,0,0,0,1,0,0,-0.05995970802748008,0,-0.08027291585349562,1,0.4130263568762673,1,5.147092663561904,0,0.14201817159129868,0,0.027934958831323072,0,0.028797326023489816,0,-0.22683832695967515,-0.18496452110376507,1,0.5864811062955392,0,0.11126854486108721,-0.512481021086202,0.3253338779960079,-0.2606818455434213,-0.20830672675965026,-0.1764765750582984,-0.16817661864601044,-0.15398599753499478,-0.13625594903017116,-0.13372903995991348,-0.1288011585508573,-0.12586598424238699,-0.11922735776810224,-0.36631832958635807,-0.3297022628240971,-0.31527694408596396,-0.30495052325592453,-0.1575317061790499,-0.15443324151998716,6.161709719442052,-0.12959085994337885,-0.3683949233095039,-0.11489508283068765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5509276120211792,-0.19844340848953326,2.097936725040686,-0.9658404500205259,-0.6050443458767808,0,0,0,1,1,0,0,4
-1.7378055655139757,-0.09656627148342795,-0.7485510369461839,-0.1970029802822084,-0.33961637772667563,-0.2912461071669127,0.007956584957406311,0.1146705656903369,-0.16986584341101146,-0.984533644547362,-0.40025610891158225,-1.2370367400776574,-1.5744918336419642,-0.9425100615425849,0.6638421383549804,-0.5351207269779944,0.10050991818071296,1,0,0,0,0,0,0,0,0,0,-0.05995970802748008,1,1.8413456227008331,0,-0.054655749185027254,0,0.11174385636810608,0,0.14201817159129868,0,0.027934958831323072,0,0.028797326023489816,0,-0.22683832695967515,-0.18496452110376507,0,-0.05864598808203014,0,0.11126854486108721,-0.512481021086202,0.3253338779960079,-0.2606818455434213,-0.20830672675965026,-0.1764765750582984,-0.16817661864601044,-0.15398599753499478,-0.13625594903017116,-0.13372903995991348,-0.1288011585508573,-0.12586598424238699,-0.11922735776810224,-0.36631832958635807,-0.3297022628240971,-0.31527694408596396,3.279220475909029,-0.1575317061790499,-0.15443324151998716,-0.1622926177201594,-0.12959085994337885,2.7144782317205243,-0.11489508283068765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5509276120211792,-0.19844340848953326,0.7310330653505188,-0.9658404500205259,-1.1071791770088493,0,0,0,1,1,0,0,4
